id,reasoning,brand,car_model,imputed_year,imputed_mileage_km,imputed_condition,battery_status,is_accident_free,has_aftermarket_mods
6528,"brand inferred from VinFast; car_model VF3 TC2; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF3 TC2,,,,,,False
6529,"brand inferred from VinFast; car_model VF3; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF3,,,,,,False
6530,"brand inferred from VinFast; car_model VF6 ECO; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF6 ECO,,,,,,False
6531,"brand inferred from VinFast; car_model VF6 Plus; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF6 Plus,,,,,,False
6532,"brand inferred from VinFast; car_model MVP7; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,MVP7,,,,,,False
6533,"brand inferred from VinFast; car_model MVP7; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,MVP7,,,,,,False
6534,"brand inferred from VinFast; car_model VF3 Plus; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF3 Plus,,,,,,False
6535,"brand inferred from VinFast; car_model Limo Green; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,Limo Green,,,,,,False
6536,"brand inferred from VinFast; car_model VF5; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF5,,,,,,False
6537,"brand inferred from VinFast; car_model VF7 Eco; imputed_year 2025 from VF7 Eco 2025; imputed_mileage_km 20000 from Odo 20.000 km; imputed_condition Đã qua sử dụng inferred from ODO; battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF7 Eco,2025.0,20000.0,Đã qua sử dụng,,,False
6538,"brand inferred from VinFast; car_model Herio Green; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,Herio Green,,,,,,False
6539,"brand inferred from BYD; car_model SEALION 8; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",BYD,SEALION 8,,,,,,False
6540,"brand inferred from VinFast; car_model VF7 Eco; imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km 7000 from Odo 7.000km; imputed_condition Đã qua sử dụng inferred from ODO; battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF7 Eco,,7000.0,Đã qua sử dụng,,,False
6541,"Brand inferred from Name: 'VinFast'. Car Model inferred as 'VF 6 Plus' from Name. Imputed Year: 2024 (explicit '2024' in Name). Mileage: 'ODO 7v KM' is not a numeric value, so imputed_mileage_km = null. Imputed Condition: Not explicitly mentioned, returning null. Battery Status: Not explicitly mentioned, returning null. Is Accident Free: Not explicitly mentioned, returning null. Has Aftermarket Mods: Not explicitly mentioned, returning null.",VinFast,VF 6 Plus,2024.0,,,,,False
6542,"Brand VinFast; Model Limo Green 25; Year: 2025 explicit. ODO: 2.600km explicit (2600). 'KHÔNG đâm đụng, KHÔNG ngập nước' explicit -> is_accident_free = true. 'Film cách nhiệt, lót sàn, ghế da' explicit -> has_aftermarket_mods = true. Mileage 2600; Condition not explicit; Battery status not explicit.",VinFast,Limo Green 25,2025.0,2600.0,,,True,True
6543,Brand VinFast; Model VF 8; Year: Not explicitly mentioned in text. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF 8,,,,,,False
6544,Brand VinFast; Model Limo Green; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,Limo Green,,,,,,False
6545,Brand VinFast; Model VF3; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF3,,,,,,False
6546,Brand VinFast; Model VF5; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF5,,,,,,False
6547,Brand VinFast; Model VF 8; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF 8,,,,,,False
6548,Brand VinFast; Model VF6 SUV; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF6 SUV,,,,,,False
6549,Brand VinFast; Model Limo Green; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,Limo Green,,,,,,False
6550,Brand VinFast; Model VF8 Plus; Year: 2024 explicit. ODO: 12.731 km = 12731. Condition: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF8 Plus,2024.0,12731.0,,,,False
6551,"Brand VinFast; Model VF8 ECO; Year: 2023 explicit. ODO: 6v3 not numeric, mileage null. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.",VinFast,VF8 ECO,2023.0,,,,,False
6552,Brand VinFast; Model VF9 Plus; Year: 2024 explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF9 Plus,2024.0,,,,,False
6553,Brand VinFast; Model VF6 Plus; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF6 Plus,,,,,,False
6554,Brand VinFast; Model VF5 Plus; Year: Not explicit. Mileage: Not explicit. Condition: Not explicit. Battery status: Not explicit. Accident Free: Not explicit. Aftermarket Mods: Not explicit.,VinFast,VF5 Plus,,,,,,False
6555,"Brand VinFast; Model VF5 Plus; Year: Not explicit in text, but contains 'mới 100%' which triggers NEW CAR LOGIC. Condition: 'Mới 100%' -> mileage set to 0. Mileage: 0 due to NEW CAR LOGIC.",VinFast,VF5 Plus,,0.0,Mới 100%,,,False
6556,"Mod detection: 'độ đèn' indicates aftermarket mods. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF3,,,,,,True
6557,"Mod detection: 'góp tay đôi' and 'độ đèn' indicate aftermarket mods. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF3,,,,,,True
6558,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,MPV 7,,,,,,False
6559,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF5,,,,,,False
6560,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,EC VAN,,,,,,False
6561,"Year 2026 stated in name: '2026'. Aftermarket extras: 'Tặng phụ kiện: dán film, lót sàn, cam hành trình' -> has_aftermarket_mods = true. Not explicitly mentioned: imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF8,2026.0,,,,,True
6562,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF5,,,,,,False
6563,"Year 2026 stated in name: '2026'. Aftermarket extras: 'Tặng phụ kiện: dán film, lót sàn, cam hành trình' -> has_aftermarket_mods = true. Not explicitly mentioned: imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,MPV 7,2026.0,,,,,True
6564,"Text mentions 'đồ chơi' indicating aftermarket mods. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF3 Plus,,,,,,True
6565,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF3,,,,,,False
6566,"Odo: 10.000km explicitly stated -> imputed_mileage_km = 10000. Also: 'dán film 3M, sàn đúc, camera hành trình' indicate aftermarket mods -> has_aftermarket_mods = true. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF7 Plus,2024.0,10000.0,,,,True
6567,"Odo: 28.000km explicitly stated -> imputed_mileage_km = 28000. Also: 'phụ kiện: film cách nhiệt, lót sàn, yên ngựa, cam hành trình' indicate aftermarket mods -> has_aftermarket_mods = true. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF5 Plus,,28000.0,,,,True
6568,"Year 2026 mentioned in title: 'VinFast Limo Green 2026'. Not explicitly mentioned: imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,Limo Green,2026.0,,,,,False
6569,"Text states 'VF7 Plus Đỏ Mới' and 'Xe mới chưa lăn bánh' -> not explicitly stating 'Mới 100%'; therefore imputed_condition=null. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF7 Plus,,,,,,False
6570,"No explicit aftermarket mods detected. Not explicitly mentioned: imputed_year=null ('Not explicitly mentioned, returning null'), imputed_mileage_km=null ('Not explicitly mentioned, returning null'), imputed_condition=null ('Not explicitly mentioned, returning null'), battery_status=null ('Not explicitly mentioned, returning null'), is_accident_free=null ('Not explicitly mentioned, returning null').",VinFast,VF7 Plus,,,,,,False
6571,"Not explicitly mentioned in the text for year, mileage, or condition. The only explicit item suggesting modifications is the phrase 'Phim cách nhiệt 3M cao cấp, Camera hành trình, Thảm Lót sàn' which indicates aftermarket mods. Therefore: imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=true. Source phrases: 'Phim cách nhiệt 3M cao cấp, Camera hành trình, Thảm Lót sàn' (aftermarket mods); no year is stated in 'ID: 6571 | Name: VINFAST VF6 - TRẢ TRƯỚC 100 TRIỆU - BAO HỒ SƠ'.",VinFast,VF6,,,,,,True
6572,"No year, mileage, or condition information explicitly stated in the record text. The description centers on price and status details but does not mention vehicle age, odo, or condition. Reasoning phrase: the record shows 'MINIO GREEN - TRẢ TRƯỚC CHỈ TỪ 25TR - BAO HỒ SƠ' with no year/mileage. Therefore: imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=false.",VinFast,MINIO GREEN,,,,,,False
6573,"No year, mileage, or condition information explicitly stated in the record text. The line 'VINFAST VF3 TRẢ TRƯỚC 45TR, BAO HỒ SƠ TRẢ GÓP' provides no year or odo details. Therefore: imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=false.",VinFast,VF3,,,,,,False
6574,"Year is 2024 as indicated by 'Vinfast VF8 2024 Plus'. ODO is 30,000 km. The description also states 'Cam kết KHÔNG đâm đụng' and includes freebies like 'phim cách nhiệt' etc., which are aftermarket/modifications. Therefore: imputed_year=2024, imputed_mileage_km=30000, imputed_condition=null, battery_status=null, is_accident_free=true (due to 'KHÔNG đâm đụng'), has_aftermarket_mods=true (phim cách nhiệt, cam hành trình, sàn simili).",VinFast,VF8,2024.0,30000.0,,,True,True
6575,"Odo is 40,000 km and year 2024 as stated in 'VinFast VF 5S 2024 Đỏ 40.000 km'. There is no explicit mention of year-related faults or condition. Modifications are listed as 'đã lên film, sàn, đèn led' indicating aftermarket mods. Therefore: imputed_year=2024, imputed_mileage_km=40000, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=true.",VinFast,VF5S,2024.0,40000.0,,,,True
6576,"No explicit year in the main model line beyond the model release; the description does mention VF7 PLUS - 2026, suggesting year 2026. No ODO is provided. Therefore: imputed_year=2026, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=false.",VinFast,VF7 PLUS,2026.0,,,,,False
6577,"Record shows 'Vinfast VF7 Plus 2024 - AWD - 181 km' which gives year 2024 and mileage 181. It also includes 'Không đâm đụng' phrase, indicating accident-free. No aftermarket mods noted. Therefore: imputed_year=2024, imputed_mileage_km=181, imputed_condition=null, battery_status=null, is_accident_free=true, has_aftermarket_mods=false.",VinFast,VF7 PLUS,2024.0,181.0,,,True,False
6578,"No year or explicit mileage provided. The text only says 'VinFast Minio Green Giá 234Tr' with no odo. Therefore: imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=false.",VinFast,MINIO GREEN,,,,,,False
6579,"Year 2023 is stated in 'Vinfast VF8 2023 Plus' and mileage 49,000 km is given. The description also lists aftermarket items like phim cách nhiệt, cam hành trình, sàn simulili. Therefore: imputed_year=2023, imputed_mileage_km=49000, imputed_condition=null, battery_status=null, is_accident_free=true, has_aftermarket_mods=true.",VinFast,VF8 Plus,2023.0,49000.0,,,True,True
6580,"Odo provided as 173.200 km. No explicit year is given, though the model is VF6S. There is a 'Cam kết KHÔNG đâm đụng' phrase, indicating accident-free. Aftermarket mods listed: phim cách nhiệt, lót sàn, ghế da. Therefore: imputed_year=null, imputed_mileage_km=173200, imputed_condition=null, battery_status=null, is_accident_free=true, has_aftermarket_mods=true.",VinFast,VF6S,,173200.0,,,True,True
6581,"Record mentions 'VF8 LUX PLUS' with no year or mileage provided. It includes 'Hỗ trợ trả góp...' but no accident statement. Therefore: imputed_year=null, imputed_mileage_km=null, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=false.",VinFast,VF8 LUX PLUS,,,,,,False
6582,"Year is 2025 as shown in 'VINFAST LIMO GREEN 2025' and odo is 2,600 km. The description also states 'phim cách nhiệt, lót sàn, ghế da' (aftermarket). Therefore: imputed_year=2025, imputed_mileage_km=2600, imputed_condition=null, battery_status=null, is_accident_free=true (due to 'KHÔNG đâm đụng, KHÔNG ngập nước'), has_aftermarket_mods=true.",VinFast,LIMO GREEN,2025.0,2600.0,,,True,True
6583,"Year 2025 is stated in 'VF9 PLUS 25 - MUA PIN CATL - 7 GHẾ TRẦN THÉP'. ODO is 17,000 km. It lists 'Film cách nhiệt, lót sàn' and 'Cam kết KHÔNG đâm đụng, KHÔNG ngập nước'. Battery status explicitly shown as 'MUA PIN CATL' which matches 'Mua pin'. Therefore: imputed_year=2025, imputed_mileage_km=17000, imputed_condition=null, battery_status=""Mua pin"", is_accident_free=true, has_aftermarket_mods=true.",VinFast,VF9 PLUS,2025.0,17000.0,,Mua pin,True,True
6584,"Odo is 173,200 km. It notes 'Pin tiên phong vừa được hãng thay mới' but does not mention aftermarket additions like films or mats. Therefore: imputed_year=null, imputed_mileage_km=173200, imputed_condition=null, battery_status=null, is_accident_free=true (Cam kết ko đâm đụng), has_aftermarket_mods=false.",VinFast,VF e34,,173200.0,,,True,False
6585,"Year 2025 is indicated as '2025 MÀU ĐỎ' with ODO 1,300 km and listing mentions 'phim cách nhiệt, lót sàn, ghế da' as part of the package. Therefore: imputed_year=2025, imputed_mileage_km=1300, imputed_condition=null, battery_status=null, is_accident_free=null, has_aftermarket_mods=true.",VinFast,LIMO GREEN,2025.0,1300.0,,,,True
6586,"Brand: 'VinFast' inferred from the name. Car model: 'VF5 Plus SUV điện' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: Not explicitly mentioned, returning null. Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF5 Plus SUV điện,,,,,,False
6587,"Brand: 'VinFast' inferred from the name. Car model: 'VF8' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: Not explicitly mentioned, returning null. Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8,,,,,,False
6588,"Brand: 'VinFast' inferred from the name. Car model: 'VF8' inferred from the name. Year: 2023 explicit in the name ('VF8 2023 Eco'). Mileage: 40000 km explicit in the description. Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8,2023.0,40000.0,,,,False
6589,"Brand: 'VinFast' inferred from the name. Car model: 'VF3' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: 11000 km explicit in the description ('11.000km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF3,,11000.0,,,,False
6590,"Brand: 'VinFast' inferred from the name. Car model: 'VF8 Plus' inferred from the name. Year: 2023 explicit in the description ('VF8 Plus 2023'). Mileage: 47000 km explicit ('47.000km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8 Plus,2023.0,47000.0,,,,False
6591,"Brand: 'VinFast' inferred from the name. Car model: 'VF8 Eco' inferred from the name. Year: 2023 explicit in the description ('VF8 Eco 2023'). Mileage: 50000 km explicit ('50.000km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8 Eco,2023.0,50000.0,,,,False
6592,"Brand: 'VinFast' inferred from the name. Car model: 'VF8 Plus' inferred from the name. Year: 2023 explicit in the description ('VF8 Plus 2023'). Mileage: 65000 km explicit ('65.000km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8 Plus,2023.0,65000.0,,,,False
6593,"Brand: 'VinFast' inferred from the name. Car model: 'VF8' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: Not explicitly mentioned, returning null. Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8,,,,,,False
6594,"Brand: 'VinFast' inferred from the name. Car model: 'VF8 Plus' inferred from the name. Year: 2022 explicit in the description ('2022'). Mileage: 19000 km explicit ('19.000km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF8 Plus,2022.0,19000.0,,,,False
6595,"Brand: 'VinFast' inferred from the name. Car model: 'VF5' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: 10000 km explicit ('10.000 KM'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF5,,10000.0,,,,False
6596,"Brand: 'VinFast' inferred from the name. Car model: 'VF e34' inferred from the name ('VF e34'). Year: 2024 explicit in the description. Mileage: 120000 km explicit ('120000 km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF e34,2024.0,120000.0,,,,False
6597,"Brand: 'VinFast' inferred from the name. Car model: 'Limo Green' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: Not explicitly mentioned, returning null. Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,Limo Green,,,,,,False
6598,"Brand: 'VinFast' inferred from the name. Car model: 'VF5 Plus' inferred from the name. Year: 2025 explicit in the name ('2025'). Mileage: 53000 km explicit ('53.000km'). Battery status: Not explicitly mentioned, returning null. Condition: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF5 Plus,2025.0,53000.0,,Mua pin,,False
6599,"Brand: 'VinFast' inferred from the name. Car model: 'VF5' inferred from the name. Year: Not explicitly mentioned, returning null. Mileage: 13000 km explicit ('13000 km'). Condition: Not explicitly mentioned, returning null. Battery status: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF5,,13000.0,,,,False
6600,"Brand: 'VinFast' inferred from the name. Car model: 'VF e34' inferred from the name ('VF e34'). Year: 2022 explicit in the description ('2022'). Mileage: Not explicitly mentioned, returning null. Battery status: 'đã mua đứt pin' explicit, so battery_status: 'Mua pin'. Condition: Not explicitly mentioned, returning null. Accident-free: Not explicitly mentioned, returning null. Aftermarket mods: Not explicitly mentioned, returning null.",VinFast,VF e34,2022.0,,,Mua pin,,False
6601,Not explicitly mentioned as 'Mới 100%' or 'Đã qua sử dụng'; title contains 'NEW' but no explicit condition phrase.,VinFast,VF7,,,,,,False
6602,Odo: 6.000KM; therefore imputed_condition set to 'Đã qua sử dụng'.,VinFast,Limo Green,,6000.0,Đã qua sử dụng,,,False
6603,No mileage or explicit condition; only model 'MPV 7'.,VinFast,MPV 7,,,,,,False
6604,Odo: 74921 km; thus 'Đã qua sử dụng'. Year stated as 2024.,VinFast,VF 5 Plus,2024.0,74921.0,Đã qua sử dụng,,,False
6605,Odo: 17.000km; thus 'Đã qua sử dụng'. Year stated as 2025.,VinFast,Limo Green,2025.0,17000.0,Đã qua sử dụng,,,False
6606,No mileage or year provided; no explicit condition phrase.,VinFast,VF 8,,,,,,False
6607,0 km and year 2026 in title; indicates new; imputed_condition set to 'Mới 100%'.,VinFast,Limo Green,2026.0,0.0,Mới 100%,,,False
6608,No explicit condition; only 'All New' in title.,VinFast,VF8,,,,,,False
6609,No mileage or explicit condition; only model cues.,VinFast,VF5,,,,,,False
6610,No mileage or explicit condition; only model cues.,VinFast,VF5,,,,,,False
6611,Title contains 'NEW' but no explicit condition phrase; imputed_condition remains null.,VinFast,VF3,,,,,,False
6612,Odo: 33981 km; year 2025; thus 'Đã qua sử dụng'.,VinFast,VF5 Plus,2025.0,33981.0,Đã qua sử dụng,,,False
6613,No mileage or explicit condition.,VinFast,VF8,,,,,,False
6614,ALL NEW mentioned but no explicit 'Mới 100%' phrase; condition remains null.,VinFast,VF8,,,,,,False
6615,Title contains 'NEW' but no explicit condition phrase; mileage unknown.,VinFast,VF6 Plus,,,,,,False
6616,"Brand inferred from 'VinFast' and car model inferred from 'VF 5 Plus'. imputed_year: Not explicitly mentioned, returning null. imputed_mileage_km: Not explicitly mentioned, returning null. imputed_condition: Not explicitly mentioned, returning null. battery_status: Not explicitly mentioned, returning null. is_accident_free: Not explicitly mentioned, returning null. has_aftermarket_mods: Not explicitly mentioned, returning null.",VinFast,VF 5 Plus,,,,,,False
